,state,order_type,open_time,open_price,close_time,close_price,exit_type,macd_value_at_sell,signal_value_at_sell,histogram,volume,buy_sma_greater_ema,profit,pnl,trade_type
0,closed,sell,2016-03-11 04:00:00,1.33203,2016-03-11 08:00:00,1.32708,profit_on_bullish_trend,0.0011038239163736474,0.0011130709595407664,-9.247043167118956e-06,3164,False,495.000000000001,495.000000000001,profit
1,closed,sell,2016-03-15 20:00:00,1.33508,2016-03-16 00:00:00,1.33499,profit_on_bullish_trend,0.002533231933039115,0.002552618315199446,-1.9386382160330867e-05,6502,False,9.000000000014552,504.0000000000156,profit
2,closed,sell,2016-03-16 01:00:00,1.33489,2016-03-16 04:00:00,1.3357899999999998,stop_loss,0.0017093025126870831,0.0021636977105233142,-0.00045439519783623114,2707,False,-89.99999999999008,414.00000000002547,loss
3,closed,sell,2016-03-16 08:00:00,1.3356,2016-03-16 11:00:00,1.3364999999999998,stop_loss,0.0012006395651509294,0.0015182899306394214,-0.00031765036548849195,2298,False,-89.99999999999008,324.00000000003536,loss
4,closed,sell,2016-03-16 16:00:00,1.33688,2016-03-16 20:00:00,1.33345,profit_on_bullish_trend,0.0009793471897552308,0.0011006055132414467,-0.00012125832348621585,10631,False,343.00000000000443,667.0000000000398,profit
5,closed,sell,2016-03-21 13:00:00,1.30292,2016-03-21 16:00:00,1.30382,stop_loss,0.0009442565667117098,0.0009591276316682203,-1.4871064956510508e-05,5720,False,-89.99999999999008,577.0000000000497,loss
6,closed,sell,2016-03-22 04:00:00,1.30842,2016-03-22 08:00:00,1.30568,profit_on_bullish_trend,0.0013754995376977774,0.0013990834376419394,-2.3583899944161924e-05,1964,False,273.9999999999965,851.0000000000462,profit
7,closed,sell,2016-03-22 09:00:00,1.30598,2016-03-22 12:00:00,1.3068799999999998,stop_loss,0.0005174099868918702,0.0009967966189929622,-0.000479386632101092,3683,False,-89.99999999999008,761.000000000056,loss
8,closed,sell,2016-03-22 16:00:00,1.30754,2016-03-22 20:00:00,1.30539,profit_on_bullish_trend,0.0005230119693147017,0.0006588001560040546,-0.00013578818668935286,12205,False,214.99999999998744,976.0000000000434,profit
9,closed,sell,2016-03-24 08:00:00,1.32349,2016-03-24 11:00:00,1.32439,stop_loss,0.0035970658240374043,0.0036252574704693373,-2.819164643193305e-05,2856,False,-89.99999999999008,886.0000000000533,loss
10,closed,sell,2016-03-24 13:00:00,1.32523,2016-03-24 16:00:00,1.3261299999999998,stop_loss,0.0034555498262338613,0.003587131937454717,-0.00013158211122085576,6086,False,-89.99999999999008,796.0000000000632,loss
11,closed,sell,2016-03-24 18:00:00,1.3272,2016-03-24 22:00:00,1.32395,profit_on_bullish_trend,0.0032088769862905764,0.0033961526746614304,-0.000187275688370854,9476,False,324.9999999999975,1121.0000000000607,profit
12,closed,sell,2016-03-24 23:00:00,1.32421,2016-03-25 03:00:00,1.32437,loss_on_bullish_trend,0.0019034706574900806,0.0026411637371252464,-0.0007376930796351659,3023,False,-15.999999999993797,1105.0000000000668,loss
13,closed,sell,2016-03-25 07:00:00,1.32482,2016-03-25 11:00:00,1.3237,profit_on_bullish_trend,0.001072531003528887,0.0014592367306673478,-0.00038670572713846076,2446,False,112.000000000001,1217.0000000000678,profit
14,closed,sell,2016-03-25 12:00:00,1.32259,2016-03-25 15:00:00,1.3234899999999998,stop_loss,0.0004085678451482,0.0009295640392127589,-0.0005209961940645589,1933,False,-89.99999999999008,1127.0000000000778,loss
15,closed,sell,2016-03-28 07:00:00,1.32536,2016-03-28 11:00:00,1.32324,profit_on_bullish_trend,0.0007093190744018596,0.0008306498743967584,-0.00012133079999489878,1580,False,212.00000000001216,1339.00000000009,profit
16,closed,sell,2016-04-01 21:00:00,1.30322,2016-04-04 01:00:00,1.30243,profit_on_bullish_trend,0.0018429379365709764,0.0019305611602177656,-8.762322364678924e-05,7759,False,79.00000000000685,1418.0000000000969,profit
17,closed,sell,2016-04-04 15:00:00,1.30361,2016-04-04 18:00:00,1.3045099999999998,stop_loss,0.0008168760214382065,0.0008676591665398758,-5.078314510166928e-05,6508,True,-89.99999999999008,1328.0000000001069,loss
18,closed,sell,2016-04-04 20:00:00,1.30394,2016-04-04 23:00:00,1.30484,stop_loss,0.00029708981253495637,0.0005668934093062352,-0.00026980359677127887,8873,False,-89.99999999999008,1238.0000000001169,loss
19,closed,sell,2016-04-05 22:00:00,1.31531,2016-04-06 02:00:00,1.31417,profit_on_bullish_trend,0.0028053345521656947,0.0028169675889520972,-1.1633036786402526e-05,6788,False,113.99999999999189,1352.0000000001087,profit
20,closed,sell,2016-04-06 03:00:00,1.31411,2016-04-06 07:00:00,1.31276,profit_on_bullish_trend,0.001535807001647127,0.0021980130353259483,-0.0006622060336788213,2617,False,134.99999999999625,1487.000000000105,profit
21,closed,sell,2016-04-06 18:00:00,1.31462,2016-04-06 22:00:00,1.31073,profit_on_bullish_trend,0.0008916062224872956,0.000980007098001208,-8.840087551391243e-05,14419,False,388.9999999999949,1876.0000000001,profit
22,closed,sell,2016-04-08 05:00:00,1.31176,2016-04-08 09:00:00,1.31016,profit_on_bullish_trend,0.0008914064763463347,0.0010249068277521703,-0.00013350035140583557,3920,False,160.00000000000458,2036.0000000001046,profit
23,closed,sell,2016-04-14 15:00:00,1.28318,2016-04-14 18:00:00,1.2840799999999999,stop_loss,0.0010527091984497972,0.0011503473911076872,-9.763819265789001e-05,6320,False,-89.99999999999008,1946.0000000001146,loss
24,closed,sell,2016-04-14 21:00:00,1.28334,2016-04-15 00:00:00,1.2842399999999998,stop_loss,0.000394865812605838,0.0006901878952822214,-0.0002953220826763834,6258,False,-89.99999999999008,1856.0000000001246,loss
25,closed,sell,2016-04-15 03:00:00,1.28414,2016-04-15 07:00:00,1.28166,profit_on_bullish_trend,0.00044660599497681197,0.0005359977256976098,-8.939173072079786e-05,2985,False,248.00000000000378,2104.0000000001282,profit
26,closed,sell,2016-04-15 23:00:00,1.28361,2016-04-18 02:00:00,1.2845099999999998,stop_loss,0.0004135878703648288,0.0005119139232506955,-9.832605288586673e-05,7765,True,-89.99999999999008,2014.0000000001382,loss
27,closed,sell,2016-04-18 12:00:00,1.29027,2016-04-18 15:00:00,1.29117,stop_loss,0.002584850634141711,0.0028077546481356545,-0.0002229040139939435,8974,False,-89.99999999999008,1924.0000000001482,loss
28,closed,sell,2016-04-18 17:00:00,1.28695,2016-04-18 21:00:00,1.28116,profit_on_bullish_trend,0.0007022977700974486,0.0017665363088630616,-0.001064238538765613,11820,False,578.9999999999961,2503.0000000001446,profit
29,closed,sell,2016-04-22 06:00:00,1.27031,2016-04-22 09:00:00,1.27121,stop_loss,0.0012451865570224374,0.0013677572447593673,-0.00012257068773692992,3062,False,-89.99999999999008,2413.0000000001546,loss
30,closed,sell,2016-04-22 14:00:00,1.27082,2016-04-22 18:00:00,1.26517,profit_on_bullish_trend,0.0012407487077219503,0.0012703401989763742,-2.9591491254423894e-05,6138,False,565.0000000000155,2978.00000000017,profit
31,closed,sell,2016-05-04 08:00:00,1.27152,2016-05-04 11:00:00,1.2724199999999999,stop_loss,0.004418911717511298,0.004503209220345835,-8.42975028345367e-05,2286,False,-89.99999999999008,2888.00000000018,loss
