,state,order_type,open_time,open_price,close_time,close_price,exit_type,macd_value_at_buy,signal_value_at_buy,histogram,volume,sell_sma_greater_ema,profit,pnl,trade_type
0,closed,buy,2016-03-10 18:00:00,1.33277,2016-03-10 22:00:00,1.33422,profit_on_bearish_trend,-5.3780644850398573e-05,-0.000739618570788686,0.0006858379259382874,12969,False,144.99999999999514,144.99999999999514,profit
1,closed,buy,2016-03-14 02:00:00,1.32368,2016-03-14 05:00:00,1.32278,stop_loss,-0.0017466055875823283,-0.0018609609240693359,0.00011435533648700754,2736,False,-89.99999999999008,55.00000000000506,loss
2,closed,buy,2016-03-14 08:00:00,1.32291,2016-03-14 12:00:00,1.32369,profit_on_bearish_trend,-0.00148980423582179,-0.001691001404987272,0.00020119716916548193,2633,False,78.00000000000028,133.00000000000534,profit
3,closed,buy,2016-03-14 14:00:00,1.32551,2016-03-14 18:00:00,1.32912,profit_on_bearish_trend,-0.00025160399095525143,-0.0008077417836776101,0.0005561377927223586,5755,False,361.0000000000113,494.00000000001666,profit
4,closed,buy,2016-03-17 16:00:00,1.30279,2016-03-17 19:00:00,1.30189,stop_loss,-0.007038000232150843,-0.007072434418892643,3.443418674179983e-05,11404,False,-89.99999999999008,404.0000000000266,loss
5,closed,buy,2016-03-17 21:00:00,1.2992,2016-03-18 01:00:00,1.29848,loss_on_bearish_trend,-0.006111922278781989,-0.0066634917586122075,0.0005515694798302181,7873,False,-71.99999999998319,332.0000000000434,loss
6,closed,buy,2016-03-18 02:00:00,1.29885,2016-03-18 06:00:00,1.29846,loss_on_bearish_trend,-0.005011191369693524,-0.005819861724405263,0.0008086703547117392,4328,False,-39.00000000001125,293.0000000000322,loss
7,closed,buy,2016-03-18 07:00:00,1.29895,2016-03-18 11:00:00,1.30309,profit_on_bearish_trend,-0.003756727081407174,-0.004699557956505806,0.000942830875098632,2837,False,414.00000000000324,707.0000000000355,profit
8,closed,buy,2016-03-18 17:00:00,1.29763,2016-03-18 21:00:00,1.30296,profit_on_bearish_trend,-0.0022825150680365613,-0.0025940675487494537,0.00031155248071289233,10556,False,532.9999999999835,1240.000000000019,profit
9,closed,buy,2016-03-18 22:00:00,1.30359,2016-03-21 03:00:00,1.30547,profit_on_bearish_trend,-0.0005704832855735198,-0.0016422506264457723,0.0010717673408722525,7654,False,187.99999999998818,1428.0000000000073,profit
10,closed,buy,2016-03-23 05:00:00,1.3072,2016-03-23 09:00:00,1.30868,profit_on_bearish_trend,-0.0003495995221727277,-0.0004257058472004766,7.61063250277489e-05,2581,False,148.00000000001478,1576.000000000022,profit
11,closed,buy,2016-03-29 06:00:00,1.31934,2016-03-29 10:00:00,1.32042,profit_on_bearish_trend,-0.001535534765015667,-0.0016415729039497048,0.00010603813893403781,3579,False,107.99999999999699,1684.000000000019,profit
12,closed,buy,2016-03-29 11:00:00,1.32043,2016-03-29 14:00:00,1.31953,stop_loss,-0.0008207185528752436,-0.0012509001508874422,0.00043018159801219854,6312,False,-89.99999999999008,1594.000000000029,loss
13,closed,buy,2016-03-30 08:00:00,1.30802,2016-03-30 11:00:00,1.30712,stop_loss,-0.003137770602183565,-0.0032882101412053982,0.00015043953902183329,3896,False,-89.99999999999008,1504.000000000039,loss
14,closed,buy,2016-03-30 13:00:00,1.30407,2016-03-30 16:00:00,1.3031700000000002,stop_loss,-0.00318169680042657,-0.0032093023180134166,2.7605517586846637e-05,5532,False,-89.99999999999008,1414.000000000049,loss
15,closed,buy,2016-03-31 01:00:00,1.29623,2016-03-31 05:00:00,1.299,profit_on_bearish_trend,-0.0038448745304757725,-0.0038925049646127002,4.763043413692769e-05,2161,False,276.9999999999939,1691.000000000043,profit
16,closed,buy,2016-03-31 06:00:00,1.29969,2016-03-31 09:00:00,1.2987900000000001,stop_loss,-0.002508764126090579,-0.003286171012282311,0.000777406886191732,3338,False,-89.99999999999008,1601.000000000053,loss
17,closed,buy,2016-03-31 19:00:00,1.29691,2016-03-31 23:00:00,1.2985,profit_on_bearish_trend,-0.002323305978034318,-0.0023407627243691278,1.745674633480982e-05,13223,False,158.99999999999804,1760.000000000051,profit
18,closed,buy,2016-04-01 00:00:00,1.30009,2016-04-01 03:00:00,1.29919,stop_loss,-0.0005850233345678912,-0.0015102221669525116,0.0009251988323846203,3798,False,-89.99999999999008,1670.000000000061,loss
19,closed,buy,2016-04-07 13:00:00,1.30966,2016-04-07 17:00:00,1.31288,profit_on_bearish_trend,-0.0015922275949797893,-0.0017357641585331119,0.0001435365635533226,10343,False,322.00000000000006,1992.000000000061,profit
20,closed,buy,2016-04-11 05:00:00,1.29996,2016-04-11 08:00:00,1.29906,stop_loss,-0.002943510337778399,-0.003078966503758981,0.0001354561659805821,5253,False,-89.99999999999008,1902.000000000071,loss
21,closed,buy,2016-04-11 10:00:00,1.2988,2016-04-11 14:00:00,1.29796,loss_on_bearish_trend,-0.002443133888312854,-0.002784377307691131,0.0003412434193782771,5963,False,-83.9999999999952,1818.0000000000757,loss
22,closed,buy,2016-04-11 15:00:00,1.29918,2016-04-11 18:00:00,1.29828,stop_loss,-0.0017332959995370878,-0.0022090449057766215,0.00047574890623953373,6107,True,-89.99999999999008,1728.0000000000857,loss
23,closed,buy,2016-04-12 03:00:00,1.2909,2016-04-12 07:00:00,1.29034,loss_on_bearish_trend,-0.0030002051189168544,-0.0030723495172524924,7.214439833563803e-05,2114,False,-55.99999999998939,1672.0000000000964,loss
